,Unnamed: 0,date,audience,creative_family,creative_version,platform,clicks,spend,impressions,reach,concatenated,total_sessions,completions
26075,26075,20/10/2022,1,UnfairAdvantage,one_page,Domain Display,1,8.17935,1221,31,44854_1_UnfairAdvantage_one_page_Domain Display,1,0
3741,3741,11/05/2022,1,CloserTwins,ShapeUp,LinkedIn,0,33.72914387,1221,254,44692_1_CloserTwins_ShapeUp_LinkedIn,,
13092,13092,26/06/2022,4,CloseFaster,MoreAll,Domain Display,1,5.950392,1219,183,44738_4_CloseFaster_MoreAll_Domain Display,3,0
16117,16117,23/07/2022,5,CloserTwins,MoreLoansAll,Domain Display,5,5.827551,1219,37,44765_5_CloserTwins_MoreLoansAll_Domain Display,1,0
21192,21192,03/09/2022,1,UnfairAdvantage,1099,Domain Display,0,8.453881,1219,92,44807_1_UnfairAdvantage_1099_Domain Display,1,0
16976,16976,01/08/2022,1,UnfairAdvantage,1099,Domain Display,1,6.291212,1219,92,44774_1_UnfairAdvantage_1099_Domain Display,,
6395,6395,23/05/2022,1,UnfairAdvantage,NoDTI,Domain Display,0,8.250773,1218,119,44704_1_UnfairAdvantage_NoDTI_Domain Display,,
9254,9254,06/06/2022,1,CloserTwins,Competitors,Domain Display,0,7.147451,1218,56,44718_1_CloserTwins_Competitors_Domain Display,,
17347,17347,04/08/2022,4,UnfairAdvantage,Animated,Domain Display,0,5.932166,1218,161,44777_4_UnfairAdvantage_Animated_Domain Display,,
10134,10134,10/06/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.965505,1217,197,44722_4_CloserTwins_Cutdown1A_Domain Display,1,0
944,944,27/04/2022,1,UnfairAdvantage,NoDTI,Domain Display,1,6.599978,1217,147,44678_1_UnfairAdvantage_NoDTI_Domain Display,,
2135,2135,03/05/2022,4,CloserTwins,Faster,Domain Display,1,7.166488,1217,263,44684_4_CloserTwins_Faster_Domain Display,,
11697,11697,19/06/2022,1,UnfairAdvantage,1099,Domain Display,0,7.798854,1217,42,44731_1_UnfairAdvantage_1099_Domain Display,,
14249,14249,06/07/2022,4,CloseFaster,MoreAll,Domain Display,0,5.960543,1217,153,44748_4_CloseFaster_MoreAll_Domain Display,,
15776,15776,20/07/2022,4,UnfairAdvantage,Animated,Domain Display,0,5.894761,1217,123,44762_4_UnfairAdvantage_Animated_Domain Display,,
1516,1516,30/04/2022,4,CloseFaster,MoreAll,Domain Display,1,5.950502,1216,307,44681_4_CloseFaster_MoreAll_Domain Display,2,0
19610,19610,20/08/2022,4,CloserTwins,Faceoff,Domain Display,0,0,1216,140,44793_4_CloserTwins_Faceoff_Domain Display,2,0
639,639,25/04/2022,1,CloserTwins,Namaste,LinkedIn,1,33.96556082,1216,228,44676_1_CloserTwins_Namaste_LinkedIn,,
2993,2993,07/05/2022,4,CloserTwins,Cutdown1A,LinkedIn,0,15.61593505,1216,408,44688_4_CloserTwins_Cutdown1A_LinkedIn,,
9438,9438,07/06/2022,1,CloserTwins,Competitors,Domain Display,0,7.177712,1216,76,44719_1_CloserTwins_Competitors_Domain Display,,
12902,12902,25/06/2022,4,CloseFaster,FasterAll,Domain Display,0,5.943297,1216,194,44737_4_CloseFaster_FasterAll_Domain Display,,
1269,1269,29/04/2022,1,UnfairAdvantage,NoDTI,Domain Display,0,6.738115,1215,121,44680_1_UnfairAdvantage_NoDTI_Domain Display,1,0
23738,23738,26/09/2022,4,CloserTwins,Cutdown1A,Domain Display,1,17.433179,1215,133,44830_4_CloserTwins_Cutdown1A_Domain Display,1,0
25260,25260,11/10/2022,4,CloserTwins,Faceoff,Domain Display,0,0,1215,76,44845_4_CloserTwins_Faceoff_Domain Display,1,0
10143,10143,10/06/2022,4,UnfairAdvantage,Animated,Domain Display,2,5.889643,1214,176,44722_4_UnfairAdvantage_Animated_Domain Display,,
19885,19885,23/08/2022,1,UnfairAdvantage,one_page,Domain Display,1,7.713933,1214,74,44796_1_UnfairAdvantage_one_page_Domain Display,,
2557,2557,05/05/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.909672,1213,257,44686_4_CloserTwins_Cutdown1A_Domain Display,1,0
10752,10752,14/06/2022,1,CloserTwins,Faster,Domain Display,0,7.133266,1213,50,44726_1_CloserTwins_Faster_Domain Display,,
16078,16078,23/07/2022,3,UnfairAdvantage,NoDTI,Domain Display,0,8.320838,1213,70,44765_3_UnfairAdvantage_NoDTI_Domain Display,,
8052,8052,30/05/2022,4,CloseFaster,MoreAll,Domain Display,0,5.920452,1212,234,44711_4_CloseFaster_MoreAll_Domain Display,,
9218,9218,05/06/2022,4,UnfairAdvantage,All,LinkedIn,2,45.17,1212,740,44717_4_UnfairAdvantage_All_LinkedIn,,
11831,11831,19/06/2022,5,UnfairAdvantage,1099,Domain Display,0,6.127957,1212,73,44731_5_UnfairAdvantage_1099_Domain Display,,
12229,12229,22/06/2022,1,UnfairAdvantage,1099,Domain Display,0,4.685947,1212,53,44734_1_UnfairAdvantage_1099_Domain Display,,
6297,6297,22/05/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.881092,1211,157,44703_4_CloserTwins_Cutdown1A_Domain Display,2,0
10018,10018,10/06/2022,1,UnfairAdvantage,1099,Domain Display,0,8.208378,1211,79,44722_1_UnfairAdvantage_1099_Domain Display,,
14197,14197,06/07/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,2.100488,1211,22,44748_1_CloserTwins_MoreLoansAll_Domain Display,,
26696,26696,31/10/2022,5,UnfairAdvantage,1099,LinkedIn,8,239.882805,1210,0,44865_5_UnfairAdvantage_1099_LinkedIn,6,0
26699,26699,31/10/2022,5,UnfairAdvantage,one_page,LinkedIn,15,281.9910924,1210,0,44865_5_UnfairAdvantage_one_page_LinkedIn,13,0
2205,2205,04/05/2022,1,CloserTwins,MoreLoans,LinkedIn,0,27.36522766,1210,282,44685_1_CloserTwins_MoreLoans_LinkedIn,,
6828,6828,25/05/2022,1,CloserTwins,ShapeUp,LinkedIn,0,32.63197343,1210,262,44706_1_CloserTwins_ShapeUp_LinkedIn,,
5038,5038,17/05/2022,1,CloserTwins,Cutdown1B,LinkedIn,2,38.57196362,1209,205,44698_1_CloserTwins_Cutdown1B_LinkedIn,1,0
2406,2406,05/05/2022,1,CloserTwins,Cutdown1B,LinkedIn,0,28.16993765,1209,231,44686_1_CloserTwins_Cutdown1B_LinkedIn,,
3206,3206,08/05/2022,4,CloseFaster,MoreAll,Domain Display,2,5.888063,1209,218,44689_4_CloseFaster_MoreAll_Domain Display,,
8876,8876,03/06/2022,5,UnfairAdvantage,NoDTI,LinkedIn,18,118.5290361,1208,1011,44715_5_UnfairAdvantage_NoDTI_LinkedIn,13,0
7039,7039,26/05/2022,1,CloserTwins,MoreLoans,LinkedIn,1,30.58843085,1208,246,44707_1_CloserTwins_MoreLoans_LinkedIn,,
11073,11073,15/06/2022,4,CloserTwins,MoreLoansAll,Domain Display,0,5.916486,1208,203,44727_4_CloserTwins_MoreLoansAll_Domain Display,,
18731,18731,14/08/2022,1,UnfairAdvantage,1099,Domain Display,2,9.79259,1207,76,44787_1_UnfairAdvantage_1099_Domain Display,1,0
19275,19275,17/08/2022,3,CloserTwins,Faster,Domain Display,3,0,1207,64,44790_3_CloserTwins_Faster_Domain Display,1,0
25602,25602,15/10/2022,1,UnfairAdvantage,one_page,Domain Display,3,0,1207,40,44849_1_UnfairAdvantage_one_page_Domain Display,2,0
498,498,23/04/2022,4,CloserTwins,MoreLoansAll,Domain Display,1,5.837047,1207,362,44674_4_CloserTwins_MoreLoansAll_Domain Display,,
20599,20599,29/08/2022,1,UnfairAdvantage,1099,Domain Display,0,9.082659,1207,65,44802_1_UnfairAdvantage_1099_Domain Display,,
22019,22019,10/09/2022,3,UnfairAdvantage,one_page,Domain Display,1,10.832494,1207,58,44814_3_UnfairAdvantage_one_page_Domain Display,,
4564,4564,14/05/2022,5,CloserTwins,Faceoff1,LinkedIn,0,15.06275236,1206,376,44695_5_CloserTwins_Faceoff1_LinkedIn,1,0
10693,10693,13/06/2022,4,CloserTwins,Cutdown1A,Domain Display,1,17.809406,1206,263,44725_4_CloserTwins_Cutdown1A_Domain Display,2,0
23430,23430,23/09/2022,4,CloserTwins,Faceoff,Domain Display,0,17.277739,1206,155,44827_4_CloserTwins_Faceoff_Domain Display,,
6519,6519,23/05/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.782998,1205,174,44704_4_CloserTwins_Cutdown1A_Domain Display,1,0
15661,15661,19/07/2022,4,CloserTwins,Faceoff,Domain Display,0,17.702495,1205,104,44761_4_CloserTwins_Faceoff_Domain Display,2,0
19204,19204,16/08/2022,5,CloseFaster,MoreAll,Domain Display,5,0,1205,31,44789_5_CloseFaster_MoreAll_Domain Display,6,0
23739,23739,26/09/2022,4,CloserTwins,Cutdown1B,Domain Display,1,17.34025,1205,137,44830_4_CloserTwins_Cutdown1B_Domain Display,2,0
7182,7182,26/05/2022,4,CloserTwins,Cutdown1A,Domain Display,1,17.755525,1203,204,44707_4_CloserTwins_Cutdown1A_Domain Display,1,0
15498,15498,18/07/2022,1,UnfairAdvantage,NoDTI,Domain Display,0,8.652469,1203,104,44760_1_UnfairAdvantage_NoDTI_Domain Display,,
2775,2775,06/05/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.739273,1202,201,44687_4_CloserTwins_Cutdown1A_Domain Display,2,0
7624,7624,28/05/2022,4,CloserTwins,Cutdown1B,LinkedIn,1,16.42374084,1202,532,44709_4_CloserTwins_Cutdown1B_LinkedIn,1,0
15750,15750,20/07/2022,3,UnfairAdvantage,1099,Domain Display,0,10.788928,1202,77,44762_3_UnfairAdvantage_1099_Domain Display,1,0
22128,22128,11/09/2022,3,UnfairAdvantage,one_page,Domain Display,0,10.745734,1202,66,44815_3_UnfairAdvantage_one_page_Domain Display,,
25643,25643,15/10/2022,4,CloserTwins,Cutdown1A,Domain Display,0,0,1202,98,44849_4_CloserTwins_Cutdown1A_Domain Display,,
1099,1099,28/04/2022,1,UnfairAdvantage,NoDTI,Domain Display,2,6.566865,1201,103,44679_1_UnfairAdvantage_NoDTI_Domain Display,,
4855,4855,16/05/2022,1,UnfairAdvantage,one_page,Domain Display,0,8.306043,1201,93,44697_1_UnfairAdvantage_one_page_Domain Display,,
20533,20533,28/08/2022,3,UnfairAdvantage,one_page,Domain Display,1,10.754182,1201,90,44801_3_UnfairAdvantage_one_page_Domain Display,,
15337,15337,16/07/2022,4,CloserTwins,Faceoff,Domain Display,0,17.573655,1200,179,44758_4_CloserTwins_Faceoff_Domain Display,1,0
17699,17699,08/08/2022,1,UnfairAdvantage,NoDTI,Domain Display,0,6.606509,1200,95,44781_1_UnfairAdvantage_NoDTI_Domain Display,1,0
2215,2215,04/05/2022,1,CloserTwins,ShapeUp,LinkedIn,0,29.02798217,1200,248,44685_1_CloserTwins_ShapeUp_LinkedIn,,
10507,10507,12/06/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.713217,1200,203,44724_4_CloserTwins_Cutdown1A_Domain Display,,
13920,13920,03/07/2022,3,UnfairAdvantage,one_page,Domain Display,1,10.883451,1200,80,44745_3_UnfairAdvantage_one_page_Domain Display,,
14204,14204,06/07/2022,1,UnfairAdvantage,one_page,Domain Display,0,5.761177,1200,59,44748_1_UnfairAdvantage_one_page_Domain Display,,
1302,1302,29/04/2022,2,UnfairAdvantage,All,LinkedIn,2,54.66,1199,1100,44680_2_UnfairAdvantage_All_LinkedIn,3,0
15985,15985,22/07/2022,4,CloserTwins,Faceoff,Domain Display,0,17.573613,1199,120,44764_4_CloserTwins_Faceoff_Domain Display,3,0
20987,20987,01/09/2022,3,CloseFaster,MoreAll,User ID Display,5,5.350059,1199,812,44805_3_CloseFaster_MoreAll_User ID Display,12,0
19032,19032,15/08/2022,4,CloserTwins,MoreLoansAll,Domain Display,2,5.874106,1199,141,44788_4_CloserTwins_MoreLoansAll_Domain Display,,
19736,19736,21/08/2022,5,CloserTwins,Competitors,Domain Display,3,0,1198,97,44794_5_CloserTwins_Competitors_Domain Display,2,0
8474,8474,01/06/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.673957,1197,231,44713_4_CloserTwins_Cutdown1A_Domain Display,2,0
23427,23427,23/09/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.063608,1197,138,44827_4_CloserTwins_Cutdown1A_Domain Display,1,0
10026,10026,10/06/2022,1,UnfairAdvantage,NoDTI,Domain Display,0,8.263307,1196,55,44722_1_UnfairAdvantage_NoDTI_Domain Display,,
10762,10762,14/06/2022,1,UnfairAdvantage,1099,Domain Display,1,7.866978,1196,70,44726_1_UnfairAdvantage_1099_Domain Display,,
23111,23111,20/09/2022,4,CloseFaster,MoreAll,Domain Display,4,5.833701,1196,153,44824_4_CloseFaster_MoreAll_Domain Display,,
319,319,21/04/2022,5,CloseFaster,MoreAll,Domain Display,1,5.055885,1195,613,44672_5_CloseFaster_MoreAll_Domain Display,1,0
8103,8103,30/05/2022,5,UnfairAdvantage,one_page,LinkedIn,11,148.8995363,1195,1030,44711_5_UnfairAdvantage_one_page_LinkedIn,8,0
11709,11709,19/06/2022,1,UnfairAdvantage,one_page,Domain Display,1,8.66581,1195,61,44731_1_UnfairAdvantage_one_page_Domain Display,1,0
23531,23531,24/09/2022,4,CloserTwins,Cutdown1B,Domain Display,0,17.166394,1195,127,44828_4_CloserTwins_Cutdown1B_Domain Display,1,0
21125,21125,02/09/2022,3,UnfairAdvantage,one_page,Domain Display,0,10.710074,1195,68,44806_3_UnfairAdvantage_one_page_Domain Display,,
11705,11705,19/06/2022,1,UnfairAdvantage,NoDTI,Domain Display,1,8.337813,1194,46,44731_1_UnfairAdvantage_NoDTI_Domain Display,1,0
22840,22840,18/09/2022,1,CloserTwins,CloseMore,Domain Display,1,6.991604,1194,34,44822_1_CloserTwins_CloseMore_Domain Display,1,0
12801,12801,25/06/2022,1,UnfairAdvantage,one_page,Domain Display,0,8.749678,1194,79,44737_1_UnfairAdvantage_one_page_Domain Display,,
15010,15010,13/07/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.394252,1193,180,44755_4_CloserTwins_Cutdown1A_Domain Display,1,0
17558,17558,06/08/2022,5,CloseFaster,FasterAll,Domain Display,2,5.731953,1193,33,44779_5_CloseFaster_FasterAll_Domain Display,4,0
5641,5641,19/05/2022,4,CloserTwins,MoreLoansAll,Domain Display,2,5.793657,1192,213,44700_4_CloserTwins_MoreLoansAll_Domain Display,1,0
8719,8719,03/06/2022,1,CloserTwins,Faster,Domain Display,2,7.032831,1192,62,44715_1_CloserTwins_Faster_Domain Display,1,0
20063,20063,24/08/2022,4,CloserTwins,Competitors,Domain Display,2,7.02935,1192,107,44797_4_CloserTwins_Competitors_Domain Display,1,0
23792,23792,27/09/2022,1,UnfairAdvantage,1099,Domain Display,0,7.762599,1192,23,44831_1_UnfairAdvantage_1099_Domain Display,1,0
19624,19624,20/08/2022,5,CloseFaster,FasterAll,Domain Display,2,0,1191,33,44793_5_CloseFaster_FasterAll_Domain Display,3,0
15445,15445,17/07/2022,4,CloserTwins,Faceoff,Domain Display,1,17.391129,1191,146,44759_4_CloserTwins_Faceoff_Domain Display,,
3648,3648,10/05/2022,4,CloseFaster,MoreAll,Domain Display,2,5.824537,1190,269,44691_4_CloseFaster_MoreAll_Domain Display,2,0
12111,12111,21/06/2022,2,UnfairAdvantage,one_page,Domain Display,0,2.524522,1190,18,44733_2_UnfairAdvantage_one_page_Domain Display,,
19878,19878,23/08/2022,1,UnfairAdvantage,1099,Domain Display,0,8.954369,1190,105,44796_1_UnfairAdvantage_1099_Domain Display,,
24483,24483,03/10/2022,4,CloseFaster,FasterAll,Domain Display,0,5.81576,1190,54,44837_4_CloseFaster_FasterAll_Domain Display,,
14668,14668,10/07/2022,3,CloserTwins,Faster,Domain Display,0,10.507754,1189,41,44752_3_CloserTwins_Faster_Domain Display,,
22792,22792,17/09/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.303215,1189,77,44821_4_CloserTwins_Cutdown1A_Domain Display,,
19732,19732,21/08/2022,5,CloseFaster,FasterAll,Domain Display,2,0,1188,35,44794_5_CloseFaster_FasterAll_Domain Display,3,0
7043,7043,26/05/2022,1,CloserTwins,Namaste,LinkedIn,0,31.38639638,1188,226,44707_1_CloserTwins_Namaste_LinkedIn,,
12706,12706,24/06/2022,3,UnfairAdvantage,one_page,Domain Display,1,10.730882,1188,72,44736_3_UnfairAdvantage_one_page_Domain Display,,
23530,23530,24/09/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.115377,1187,125,44828_4_CloserTwins_Cutdown1A_Domain Display,3,0
6607,6607,24/05/2022,1,CloserTwins,ShapeUp,LinkedIn,0,31.82390454,1187,223,44705_1_CloserTwins_ShapeUp_LinkedIn,,
1208,1208,28/04/2022,5,CloserTwins,Paperwork,LinkedIn,0,21.2104234,1186,549,44679_5_CloserTwins_Paperwork_LinkedIn,1,0
1623,1623,01/05/2022,1,UnfairAdvantage,one_page,Domain Display,2,6.651586,1186,86,44682_1_UnfairAdvantage_one_page_Domain Display,,
24183,24183,30/09/2022,5,CloseFaster,FasterAll,Domain Display,0,5.712941,1186,47,44834_5_CloseFaster_FasterAll_Domain Display,,
15695,15695,19/07/2022,6,SEM Ads,Change Wholesale,Google SEM,48,41.45,179,0,44761_6_SEM Ads_Change Wholesale_Google SEM,80,20
20285,20285,26/08/2022,3,CloserTwins,Faster,Domain Display,1,10.507368,1184,73,44799_3_CloserTwins_Faster_Domain Display,2,0
586,586,24/04/2022,4,CloserTwins,Competitors,Domain Display,0,6.963856,1184,592,44675_4_CloserTwins_Competitors_Domain Display,,
10939,10939,15/06/2022,1,CloserTwins,Faster,Domain Display,0,6.975224,1184,51,44727_1_CloserTwins_Faster_Domain Display,,
12008,12008,20/06/2022,5,UnfairAdvantage,1099,Domain Display,0,5.980386,1184,86,44732_5_UnfairAdvantage_1099_Domain Display,,
21718,21718,07/09/2022,5,CloserTwins,CloseMore,Domain Display,0,6.923347,1184,128,44811_5_CloserTwins_CloseMore_Domain Display,,
23562,23562,24/09/2022,5,UnfairAdvantage,NoDTI,Domain Display,0,6.405465,1184,92,44828_5_UnfairAdvantage_NoDTI_Domain Display,,
7046,7046,26/05/2022,1,CloserTwins,Paperwork,LinkedIn,3,30.11841873,1183,256,44707_1_CloserTwins_Paperwork_LinkedIn,2,0
6581,6581,24/05/2022,1,CloserTwins,Cutdown1A,LinkedIn,1,32.45306586,1183,226,44705_1_CloserTwins_Cutdown1A_LinkedIn,,
4972,4972,16/05/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.449335,1182,243,44697_4_CloserTwins_Cutdown1A_Domain Display,1,0
14578,14578,09/07/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.228698,1182,196,44751_4_CloserTwins_Cutdown1A_Domain Display,2,0
25606,25606,15/10/2022,2,CloseFaster,MoreAll,User ID Display,4,6.186349,1182,597,44849_2_CloseFaster_MoreAll_User ID Display,5,0
19556,19556,20/08/2022,1,UnfairAdvantage,one_page,Domain Display,0,0,1182,69,44793_1_UnfairAdvantage_one_page_Domain Display,,
19708,19708,21/08/2022,4,CloseFaster,FasterReg,User ID Display,3,4.957716,1182,387,44794_4_CloseFaster_FasterReg_User ID Display,,
6825,6825,25/05/2022,1,CloserTwins,Paperwork,LinkedIn,0,32.16521711,1181,243,44706_1_CloserTwins_Paperwork_LinkedIn,1,0
9766,9766,08/06/2022,4,CloserTwins,Cutdown1A,Domain Display,0,17.450495,1181,209,44720_4_CloserTwins_Cutdown1A_Domain Display,4,0
18479,18479,12/08/2022,4,CloserTwins,Competitors,Domain Display,1,6.929017,1181,119,44785_4_CloserTwins_Competitors_Domain Display,1,0
2336,2336,04/05/2022,4,CloseFaster,3steps,LinkedIn,7,94.42744176,1180,1180,44685_4_CloseFaster_3steps_LinkedIn,6,0
21107,21107,02/09/2022,3,CloseFaster,MoreAll,User ID Display,4,5.246888,1180,761,44806_3_CloseFaster_MoreAll_User ID Display,4,0
19505,19505,19/08/2022,4,CloserTwins,MoreLoansAll,User ID Display,3,5.237821,1180,821,44792_4_CloserTwins_MoreLoansAll_User ID Display,,
7049,7049,26/05/2022,1,CloserTwins,ShapeUp,LinkedIn,0,29.46706145,1179,236,44707_1_CloserTwins_ShapeUp_LinkedIn,2,0
9981,9981,09/06/2022,5,UnfairAdvantage,NoDTI,LinkedIn,19,130.0020851,1179,936,44721_5_UnfairAdvantage_NoDTI_LinkedIn,10,0
1089,1089,28/04/2022,1,CloserTwins,Paperwork,LinkedIn,0,33.3746669,1179,256,44679_1_CloserTwins_Paperwork_LinkedIn,,
17719,17719,08/08/2022,2,UnfairAdvantage,NoDTI,Domain Display,1,1.840943,1179,18,44781_2_UnfairAdvantage_NoDTI_Domain Display,,
10906,10906,14/06/2022,5,CloserTwins,MoreLoansAll,Domain Display,0,5.643475,1178,59,44726_5_CloserTwins_MoreLoansAll_Domain Display,1,0
21191,21191,03/09/2022,1,CloserTwins,MoreLoansAll,User ID Display,0,5.301301,1178,768,44807_1_CloserTwins_MoreLoansAll_User ID Display,2,0
8889,8889,04/06/2022,1,CloserTwins,Competitors,Domain Display,0,6.926663,1178,41,44716_1_CloserTwins_Competitors_Domain Display,,
1556,1556,30/04/2022,5,CloserTwins,Namaste,LinkedIn,1,24.7429102,1177,475,44681_5_CloserTwins_Namaste_LinkedIn,1,0
13678,13678,01/07/2022,2,UnfairAdvantage,1099,Domain Display,0,7.655016,1177,67,44743_2_UnfairAdvantage_1099_Domain Display,1,0
18668,18668,13/08/2022,4,CloserTwins,MoreLoansAll,Domain Display,1,5.764255,1177,100,44786_4_CloserTwins_MoreLoansAll_Domain Display,1,0
19306,19306,17/08/2022,5,CloseFaster,FasterAll,Domain Display,0,0,1177,55,44790_5_CloseFaster_FasterAll_Domain Display,1,0
20834,20834,31/08/2022,1,UnfairAdvantage,1099,Domain Display,1,8.465635,1177,103,44804_1_UnfairAdvantage_1099_Domain Display,1,0
2160,2160,03/05/2022,5,CloserTwins,Faceoff1,LinkedIn,0,21.50189307,1177,653,44684_5_CloserTwins_Faceoff1_LinkedIn,,
20675,20675,29/08/2022,4,UnfairAdvantage,Static,User ID Display,3,5.074925,1177,882,44802_4_UnfairAdvantage_Static_User ID Display,,
3454,3454,09/05/2022,5,CloseFaster,MoreAll,Domain Display,1,5.606833,1176,135,44690_5_CloseFaster_MoreAll_Domain Display,4,0
20884,20884,31/08/2022,3,UnfairAdvantage,one_page,Domain Display,1,10.57332,1176,75,44804_3_UnfairAdvantage_one_page_Domain Display,1,0
22237,22237,12/09/2022,3,UnfairAdvantage,one_page,Domain Display,1,10.523367,1176,71,44816_3_UnfairAdvantage_one_page_Domain Display,1,0
2166,2166,03/05/2022,5,CloserTwins,ShapeUp,LinkedIn,3,21.35128415,1176,628,44684_5_CloserTwins_ShapeUp_LinkedIn,,
3738,3738,11/05/2022,1,CloserTwins,Paperwork,LinkedIn,0,31.40498424,1176,265,44692_1_CloserTwins_Paperwork_LinkedIn,,
22631,22631,16/09/2022,1,UnfairAdvantage,1099,Domain Display,0,8.038892,1176,46,44820_1_UnfairAdvantage_1099_Domain Display,,
7270,7270,27/05/2022,1,CloserTwins,ShapeUp,LinkedIn,0,34.128723,1175,226,44708_1_CloserTwins_ShapeUp_LinkedIn,,
19222,19222,16/08/2022,6,SEM Ads,Change Wholesale,Google SEM,54,27.79,162,0,44789_6_SEM Ads_Change Wholesale_Google SEM,86,20
4531,4531,14/05/2022,4,CloserTwins,Cutdown1A,Domain Display,2,17.35554,1174,207,44695_4_CloserTwins_Cutdown1A_Domain Display,2,0
15952,15952,22/07/2022,2,UnfairAdvantage,one_page,Domain Display,0,7.844506,1174,63,44764_2_UnfairAdvantage_one_page_Domain Display,1,0
24007,24007,29/09/2022,1,UnfairAdvantage,1099,Domain Display,0,7.983491,1174,33,44833_1_UnfairAdvantage_1099_Domain Display,,
6616,6616,24/05/2022,1,UnfairAdvantage,NoDTI,Domain Display,1,7.795003,1173,79,44705_1_UnfairAdvantage_NoDTI_Domain Display,,
23834,23834,27/09/2022,3,UnfairAdvantage,one_page,Domain Display,0,10.565906,1172,47,44831_3_UnfairAdvantage_one_page_Domain Display,,
10130,10130,10/06/2022,4,CloseFaster,MoreAll,Domain Display,1,5.681401,1171,136,44722_4_CloseFaster_MoreAll_Domain Display,1,0
11997,11997,20/06/2022,5,CloseFaster,FasterAll,Domain Display,0,5.644059,1171,46,44732_5_CloseFaster_FasterAll_Domain Display,1,0
26607,26607,28/10/2022,5,UnfairAdvantage,1099,LinkedIn,7,228.7414807,1171,0,44862_5_UnfairAdvantage_1099_LinkedIn,6,0
16814,16814,30/07/2022,3,UnfairAdvantage,NoDTI,Domain Display,0,10.538184,1170,54,44772_3_UnfairAdvantage_NoDTI_Domain Display,1,0
12059,12059,21/06/2022,1,UnfairAdvantage,NoDTI,Domain Display,0,8.462829,1170,116,44733_1_UnfairAdvantage_NoDTI_Domain Display,,
